,names,scores,logfoldchanges,pvals,pvals_adj,celltype
264,GRAMD1C,7.200863,2.204536,1.1061893675606704e-12,7.027947520608237e-11,t_Bmem-CD27
265,KCNQ1OT1,7.194804,3.6314359,1.4167628661883698e-12,8.873978257625628e-11,t_Bmem-CD27
266,ARID4B,7.1920877,1.0218558,1.0244499001933477e-12,6.546146293079856e-11,t_Bmem-CD27
267,IQGAP1,7.168321,1.1158719,1.2183829833934928e-12,7.718630254509691e-11,t_Bmem-CD27
268,FCGR2B,7.1571593,1.1455301,1.330979016943646e-12,8.407919584812383e-11,t_Bmem-CD27
269,BCL10,7.1565814,1.4386574,1.364268726586273e-12,8.569617458799768e-11,t_Bmem-CD27
270,SOCS1,7.152958,1.1168425,1.3643056703902577e-12,8.569617458799768e-11,t_Bmem-CD27
271,NFKBIZ,7.1445694,1.2470635,1.4800462515944823e-12,9.244243813128015e-11,t_Bmem-CD27
272,CPEB4,7.1434326,2.6287558,1.7707001532278744e-12,1.0966964943441803e-10,t_Bmem-CD27
273,TOB1,7.129014,1.6277474,1.7118702269738472e-12,1.0662162511991886e-10,t_Bmem-CD27
274,COBLL1,7.1199155,1.34918,1.7543055657113436e-12,1.0895859190060958e-10,t_Bmem-CD27
275,SERTAD2,7.111979,2.4493413,2.091446954492117e-12,1.2845887346801582e-10,t_Bmem-CD27
276,ARL6IP1,7.105462,0.9687755,1.876605765431228e-12,1.1590523575740004e-10,t_Bmem-CD27
277,RASGEF1B,7.0993795,0.96451426,1.9649436374922997e-12,1.2102415353921322e-10,t_Bmem-CD27
278,TBC1D9,7.0884004,2.2608547,2.445148314267233e-12,1.4855330286653743e-10,t_Bmem-CD27
279,HLA-A,7.080333,0.5153077,2.3269032959539244e-12,1.4252604083200653e-10,t_Bmem-CD27
280,AFTPH,7.070344,1.3672861,2.49684403870215e-12,1.508515609540675e-10,t_Bmem-CD27
281,EMP3,7.067805,0.8744054,2.4342603803905692e-12,1.4855330286653743e-10,t_Bmem-CD27
282,PHTF2,7.0620646,1.6150348,2.743044999874247e-12,1.6527591516905348e-10,t_Bmem-CD27
283,IER3,7.03716,3.5919194,4.018827914395093e-12,2.369932748560702e-10,t_Bmem-CD27
284,SLC20A1,7.02448,1.9343133,3.642801594857768e-12,2.1771385380803584e-10,t_Bmem-CD27
285,ZNF292,7.021832,1.3265828,3.490971860556928e-12,2.0920356503818586e-10,t_Bmem-CD27
286,NOP58,7.009693,1.0406485,3.675510014167856e-12,2.1897533884969157e-10,t_Bmem-CD27
287,AHSA1,7.0085554,0.934769,3.683660370312315e-12,2.1897533884969157e-10,t_Bmem-CD27
288,HNRNPU,7.006484,0.8828176,3.7280381470160046e-12,2.2102082843258252e-10,t_Bmem-CD27
289,ERAP2,6.9876456,1.9603934,4.660235067242652e-12,2.732116780639014e-10,t_Bmem-CD27
290,TNFRSF13B,6.975048,1.0005635,4.669969151049413e-12,2.732116780639014e-10,t_Bmem-CD27
291,ARFGEF1,6.9639473,2.0107865,5.642687771511503e-12,3.258211353065744e-10,t_Bmem-CD27
292,FBXW11,6.9613705,1.5877126,5.4054800300226234e-12,3.1293918722112697e-10,t_Bmem-CD27
293,MARCH7,6.9601436,1.5259379,5.389396547805587e-12,3.1282484202746933e-10,t_Bmem-CD27
294,SMG1,6.9457507,1.2712072,5.843668384986008e-12,3.365497638968695e-10,t_Bmem-CD27
295,NR1D2,6.9379153,1.4572104,6.245610207212574e-12,3.5876661949358657e-10,t_Bmem-CD27
296,KBTBD8,6.9221535,1.9845226,7.469347172463005e-12,4.2685008983253146e-10,t_Bmem-CD27
297,MACF1,6.9216485,1.4346572,7.040780241524905e-12,4.0339850205512073e-10,t_Bmem-CD27
298,WAPL,6.90839,1.5154558,7.713938751860495e-12,4.385670870384686e-10,t_Bmem-CD27
299,NFKB2,6.9055715,1.1822976,7.624976384138179e-12,4.346236538958762e-10,t_Bmem-CD27
300,TCP1,6.8859797,0.92961156,8.547097483822805e-12,4.834561033387833e-10,t_Bmem-CD27
301,TOR3A,6.881367,1.2371534,9.00737584396872e-12,5.081947699448306e-10,t_Bmem-CD27
302,ADRB2,6.860975,2.933672,1.2218737879137782e-11,6.858887974534734e-10,t_Bmem-CD27
303,SENP6,6.834342,1.4562668,1.261213164196085e-11,7.061838254979745e-10,t_Bmem-CD27
304,CELF2,6.823702,1.0808706,1.318941060362697e-11,7.366468546957702e-10,t_Bmem-CD27
305,OXR1,6.8165426,1.9535395,1.5351104855017442e-11,8.467165371898053e-10,t_Bmem-CD27
306,MTPN,6.8050795,1.012671,1.481084130234751e-11,8.210019604923782e-10,t_Bmem-CD27
307,MYH9,6.80456,0.9629663,1.4805414541468927e-11,8.210019604923782e-10,t_Bmem-CD27
308,DYNC1H1,6.794901,1.349484,1.6337113889564932e-11,8.98865573879214e-10,t_Bmem-CD27
309,SYNCRIP,6.778468,1.4023737,1.8192476830694668e-11,9.98469774175725e-10,t_Bmem-CD27
310,CSNK1G3,6.7750654,1.8469237,1.945847799987549e-11,1.0653156362746647e-09,t_Bmem-CD27
311,NAA50,6.768839,1.4132223,1.963345191074134e-11,1.0722476089085412e-09,t_Bmem-CD27
312,ARGLU1,6.7588296,0.95385975,2.0197453051058947e-11,1.0976424669145344e-09,t_Bmem-CD27
313,UBR2,6.740168,1.6189302,2.3698326934702928e-11,1.2847506188830514e-09,t_Bmem-CD27
314,EHD1,6.737409,1.5160552,2.438966433027388e-11,1.3157956866062355e-09,t_Bmem-CD27
315,SPTBN1,6.7334037,1.7086233,2.5469916512248965e-11,1.3674199971576182e-09,t_Bmem-CD27
316,PTPN1,6.731139,0.9893514,2.43802304010237e-11,1.3157956866062355e-09,t_Bmem-CD27
317,MT-ND2,6.7290416,0.57115287,2.4922594722452572e-11,1.3412832349051964e-09,t_Bmem-CD27
318,ARHGAP31,6.7245836,3.1695433,3.157747112836614e-11,1.6750413094001494e-09,t_Bmem-CD27
319,TNFRSF10D,6.72445,3.654198,3.230380350912367e-11,1.7094802749589477e-09,t_Bmem-CD27
320,GNAI3,6.723593,1.195361,2.600393076285881e-11,1.3927177700600687e-09,t_Bmem-CD27
321,YWHAG,6.7034936,1.5967594,3.075802958517621e-11,1.6394177644041156e-09,t_Bmem-CD27
322,TMEM131,6.7015195,1.3547621,3.0577558893032977e-11,1.6337258152655907e-09,t_Bmem-CD27
323,SEL1L3,6.6965504,1.2893841,3.114945177851723e-11,1.6562992668706535e-09,t_Bmem-CD27
324,CIITA,6.685704,1.3487281,3.3891625213675906e-11,1.7892357282448471e-09,t_Bmem-CD27
325,PPP3CC,6.6802883,1.1621847,3.468061293554985e-11,1.817903618486872e-09,t_Bmem-CD27
326,PEA15,6.6800046,1.0419033,3.424553570050405e-11,1.803625327998281e-09,t_Bmem-CD27
327,PIKFYVE,6.680001,1.1431788,3.458515834039995e-11,1.8171960091983128e-09,t_Bmem-CD27
328,FAM107B,6.671408,0.90064424,3.5944296219799924e-11,1.879700188871754e-09,t_Bmem-CD27
329,PVT1,6.6713314,1.7173022,3.853876461556806e-11,2.005915558265236e-09,t_Bmem-CD27
330,DAAM1,6.6652336,1.9427347,4.125438345085994e-11,2.1272870796649243e-09,t_Bmem-CD27
331,RBM6,6.659732,1.2279937,3.953510181950182e-11,2.0481584407565743e-09,t_Bmem-CD27
332,STK17B,6.6552463,0.87831783,3.99971960437068e-11,2.0672676640492095e-09,t_Bmem-CD27
333,ANKHD1,6.6424313,1.456642,4.550135051262366e-11,2.340838619295602e-09,t_Bmem-CD27
334,RBM26,6.631056,1.4352227,4.8749931180469974e-11,2.4963792703569535e-09,t_Bmem-CD27
335,TTN,6.6255918,1.6828754,5.206927183597001e-11,2.6540964699286507e-09,t_Bmem-CD27
336,MEF2A,6.620032,1.1472871,5.133043900216414e-11,2.6224650322465104e-09,t_Bmem-CD27
337,GAPDH,6.6156406,0.6595559,5.2521456571276105e-11,2.671005175584645e-09,t_Bmem-CD27
338,IGLV3-1,6.6132135,1.7122655,5.38008809814096e-11,2.7298099176219564e-09,t_Bmem-CD27
339,NFAT5,6.6009545,1.2888176,5.903036081721549e-11,2.981503850569747e-09,t_Bmem-CD27
340,CALR,6.5986395,0.81015724,5.7936244507807605e-11,2.93292317230963e-09,t_Bmem-CD27
341,SH3BP5,6.5960383,1.017445,5.972889042071396e-11,3.009928834769297e-09,t_Bmem-CD27
342,GADD45A,6.5896206,2.0419667,6.747033119066648e-11,3.3770195338389342e-09,t_Bmem-CD27
343,CD40,6.586603,0.9609222,6.301936869102922e-11,3.168545265274809e-09,t_Bmem-CD27
344,OSBPL10,6.5790086,2.0039823,7.194165170260024e-11,3.5927077549589074e-09,t_Bmem-CD27
345,IGLV1-44,6.573648,2.4702055,7.747044852648396e-11,3.842864366021339e-09,t_Bmem-CD27
346,INPP5F,6.571153,1.6183461,7.419231006174711e-11,3.6967777325822893e-09,t_Bmem-CD27
347,NXF1,6.561925,1.6047739,7.747081457680687e-11,3.842864366021339e-09,t_Bmem-CD27
348,ZNF217,6.550838,1.9949119,8.589648612427159e-11,4.232406192963275e-09,t_Bmem-CD27
349,H3F3B,6.545978,0.5057042,8.236092461019459e-11,4.076314244155903e-09,t_Bmem-CD27
350,TEX9,6.5428247,1.8839936,9.224389224199694e-11,4.5250527050482264e-09,t_Bmem-CD27
351,AFF4,6.540295,1.0718094,8.570175307961662e-11,4.23221597112325e-09,t_Bmem-CD27
352,ARIH1,6.53511,1.2883102,8.999193836633779e-11,4.424370841234607e-09,t_Bmem-CD27
353,WDFY1,6.529472,1.4828807,9.581974922068166e-11,4.690091168808332e-09,t_Bmem-CD27
354,MGP,6.524546,4.603767,1.2089928776259544e-10,5.827608494695714e-09,t_Bmem-CD27
355,IGLVI-70,6.522132,3.063362,1.1352489200160471e-10,5.508068775386393e-09,t_Bmem-CD27
356,ASXL1,6.517529,1.2785987,1.0089931902511122e-10,4.92784273291584e-09,t_Bmem-CD27
357,PKM,6.5131116,0.85156596,1.0137571968558223e-10,4.940228203491021e-09,t_Bmem-CD27
358,SETD5,6.508432,1.3426979,1.076415524048582e-10,5.23407048568623e-09,t_Bmem-CD27
359,LUC7L3,6.49386,1.063821,1.158304236852757e-10,5.60765935452755e-09,t_Bmem-CD27
360,ADAM19,6.487514,1.4860147,1.2467423815551603e-10,5.996533367944158e-09,t_Bmem-CD27
361,RAB3GAP2,6.4704566,1.7464451,1.414496274070395e-10,6.788663611463825e-09,t_Bmem-CD27
362,GLA,6.4594436,1.0385859,1.445374230475322e-10,6.921875337436136e-09,t_Bmem-CD27
363,CRIP2,6.458994,3.5676951,1.780296150787472e-10,8.398831181151195e-09,t_Bmem-CD27
364,TNFAIP8,6.457783,0.9233972,1.4494682253595228e-10,6.926521327779461e-09,t_Bmem-CD27
365,KPNA4,6.457667,1.3961818,1.4955107127811045e-10,7.131173985912995e-09,t_Bmem-CD27
366,SMARCC1,6.451848,1.1517286,1.5347183625720676e-10,7.302427092985076e-09,t_Bmem-CD27
367,MIER1,6.4477644,1.1622878,1.5657978398768322e-10,7.434354497556531e-09,t_Bmem-CD27
368,WEE1,6.442117,2.1899996,1.7853644296376365e-10,8.404858916848262e-09,t_Bmem-CD27
369,CANX,6.427114,1.204154,1.7948380251591425e-10,8.431555833019845e-09,t_Bmem-CD27
370,PTBP1,6.422342,1.0900347,1.831777427079676e-10,8.586892365885341e-09,t_Bmem-CD27
371,MAP3K1,6.4096484,1.241481,2.0072600005208387e-10,9.330602933238691e-09,t_Bmem-CD27
372,ZDHHC20,6.4082904,2.0375617,2.1361580926990667e-10,9.877785571044184e-09,t_Bmem-CD27
373,PTPRC,6.4070787,0.7019834,1.9978664565793166e-10,9.30644809700277e-09,t_Bmem-CD27
374,SPEN,6.4040747,1.5097275,2.1383381022420099e-10,9.877785571044184e-09,t_Bmem-CD27
375,CD86,6.4010453,1.1729071,2.1284711430760404e-10,9.87334532540273e-09,t_Bmem-CD27
376,MORC3,6.398668,1.326044,2.1475643189796272e-10,9.899780383520847e-09,t_Bmem-CD27
377,RAD21,6.3937244,0.99306196,2.1929977488220603e-10,1.0088244623367539e-08,t_Bmem-CD27
378,PPP1R16B,6.3931274,1.3062584,2.2431331915946265e-10,1.0297513924891853e-08,t_Bmem-CD27
379,CLINT1,6.392719,1.3917451,2.258113811598078e-10,1.034486726127359e-08,t_Bmem-CD27
380,SERPINB9,6.388412,1.1980928,2.2981223998825309e-10,1.0506447004658837e-08,t_Bmem-CD27
381,PPP4R3A,6.3860416,1.1153334,2.3214114192038476e-10,1.059108135761459e-08,t_Bmem-CD27
382,PCF11,6.3776865,1.3511314,2.4862106647140304e-10,1.1319660999733922e-08,t_Bmem-CD27
383,PPP3CA,6.3736987,1.1951296,2.511330971441575e-10,1.1410602792986484e-08,t_Bmem-CD27
384,DDX6,6.3722396,1.0396243,2.5180765899960813e-10,1.1417855261755237e-08,t_Bmem-CD27
385,ATP2B1-AS1,6.36306,1.5938231,2.758787476100357e-10,1.245836959421043e-08,t_Bmem-CD27
386,AZIN1,6.3503523,1.2309752,2.926150160411806e-10,1.3160553246817643e-08,t_Bmem-CD27
387,SUN2,6.3409023,1.3330735,3.1326530217872435e-10,1.403238696001789e-08,t_Bmem-CD27
388,ZC3H11A,6.3390126,1.855396,3.296111223995498e-10,1.4705165828903861e-08,t_Bmem-CD27
389,ZHX2,6.338999,1.6364026,3.2359538680541673e-10,1.4465888128299407e-08,t_Bmem-CD27
390,NAAA,6.3304887,1.5746548,3.392351261580099e-10,1.5073868641886882e-08,t_Bmem-CD27
391,MOB3A,6.3124385,1.0321894,3.682609556932218e-10,1.6330900341171617e-08,t_Bmem-CD27
392,TRPM7,6.3040204,1.5839132,4.022253462768171e-10,1.7766021121505707e-08,t_Bmem-CD27
393,ID3,6.30029,0.88473487,3.930485252825177e-10,1.7395339223731067e-08,t_Bmem-CD27
394,FGFR1OP2,6.2964973,1.0772412,4.0783888974326607e-10,1.794248353626476e-08,t_Bmem-CD27
395,SIGLEC10,6.296487,1.7088133,4.290752110857526e-10,1.8728119400402346e-08,t_Bmem-CD27
396,TNRC6B,6.2959356,1.0279347,4.071055523984615e-10,1.794248353626476e-08,t_Bmem-CD27
397,IFNAR1,6.295306,1.4343125,4.179865685960216e-10,1.835250729797938e-08,t_Bmem-CD27
398,ZDHHC21,6.2927504,1.384428,4.263891141072756e-10,1.8647585457792154e-08,t_Bmem-CD27
399,IFRD1,6.2887464,0.9693692,4.2480773120152215e-10,1.8615141944528362e-08,t_Bmem-CD27
400,ZNF148,6.286489,1.4432913,4.4495559251846365e-10,1.9383104819080343e-08,t_Bmem-CD27
401,LRRK2,6.2856803,1.6858017,4.54743319214921e-10,1.9731944455875623e-08,t_Bmem-CD27
402,ABHD3,6.2791796,1.6521235,4.697677677809079e-10,2.0344063896496234e-08,t_Bmem-CD27
403,FBRS,6.2769732,1.639714,4.758062728022664e-10,2.05326135661249e-08,t_Bmem-CD27
404,MAN2A1,6.27203,1.5326892,4.836681397922521e-10,2.0824026531288555e-08,t_Bmem-CD27
405,PRDX1,6.258734,0.7399561,5.096085020886668e-10,2.1898351389170563e-08,t_Bmem-CD27
406,ZRANB2,6.2450113,1.2069119,5.674708591326055e-10,2.429060108020707e-08,t_Bmem-CD27
407,CAPRIN1,6.238743,1.3583704,5.955851924121381e-10,2.544491420299487e-08,t_Bmem-CD27
408,ITGAM,6.2284083,2.6632798,6.776564448730003e-10,2.8674954870551593e-08,t_Bmem-CD27
409,CD1C,6.2257085,1.7010341,6.656545553257646e-10,2.822095306928906e-08,t_Bmem-CD27
410,PIM2,6.22468,0.95758486,6.339172180566022e-10,2.7030473992248156e-08,t_Bmem-CD27
411,TM9SF2,6.2217455,1.1896932,6.540813793338781e-10,2.78367493742228e-08,t_Bmem-CD27
412,APBB1IP,6.2010903,0.914413,7.312497441653639e-10,3.083284244058967e-08,t_Bmem-CD27
413,AL390728.5,6.194216,1.6983624,7.993051498031889e-10,3.3566274785200964e-08,t_Bmem-CD27
414,CHD6,6.1812544,2.1134114,8.951570939419685e-10,3.7449657064104275e-08,t_Bmem-CD27
415,ZBTB7A,6.1784363,1.2530578,8.570879032972078e-10,3.5924782759563305e-08,t_Bmem-CD27
416,PKN2,6.1638827,1.71037,9.609277695402974e-10,3.9974955786148247e-08,t_Bmem-CD27
417,PRPF38B,6.158943,0.98366046,9.513116713967066e-10,3.9649311447141304e-08,t_Bmem-CD27
418,CAB39,6.1587048,1.5508463,9.9181283055592e-10,4.118252039684722e-08,t_Bmem-CD27
419,BIRC6,6.144886,1.2218788,1.0507877169394235e-09,4.3468500088988504e-08,t_Bmem-CD27
420,PHLDA1,6.144304,3.6297178,1.2389754509362733e-09,5.0779672224787414e-08,t_Bmem-CD27
421,PCSK7,6.143484,1.7212815,1.0971039284586521e-09,4.521577212957936e-08,t_Bmem-CD27
422,DNAJB14,6.138912,1.2513033,1.0848902414991757e-09,4.479566354704139e-08,t_Bmem-CD27
423,C6orf48,6.12404,1.1984425,1.198401245700616e-09,4.929898111487896e-08,t_Bmem-CD27
424,BZW1,6.119613,0.85156727,1.2073615229447103e-09,4.9575605644913075e-08,t_Bmem-CD27
425,PHC3,6.114681,1.4915339,1.2767334356444979e-09,5.2038622184826195e-08,t_Bmem-CD27
426,CD27,6.11461,1.1738079,1.2617448799442681e-09,5.161747089115177e-08,t_Bmem-CD27
427,CNPY3,6.111607,0.78330547,1.2646704800328995e-09,5.164187578963071e-08,t_Bmem-CD27
428,SLC25A25,6.1112847,2.6513848,1.4134096442639808e-09,5.708475781833378e-08,t_Bmem-CD27
429,TPM3,6.1060534,0.68643785,1.3078288617056755e-09,5.320823734055035e-08,t_Bmem-CD27
430,LYL1,6.10443,1.0125474,1.3310494174753438e-09,5.3954951981134916e-08,t_Bmem-CD27
431,MEF2D,6.0938888,1.8157223,1.4946940382236498e-09,5.993101430295296e-08,t_Bmem-CD27
432,PPP2R2A,6.087815,1.1580273,1.4857714279855423e-09,5.978949160203889e-08,t_Bmem-CD27
433,ZNF92,6.086766,1.7145032,1.5485835894035423e-09,6.1756733683174e-08,t_Bmem-CD27
434,CACYBP,6.085749,0.75799197,1.480110154078945e-09,5.96699680843499e-08,t_Bmem-CD27
435,GPBP1,6.0821133,0.84619904,1.5172109039357353e-09,6.072403857936293e-08,t_Bmem-CD27
436,ANXA1,6.0745487,2.171784,1.6896628635469534e-09,6.726192939573896e-08,t_Bmem-CD27
437,MCOLN2,6.066151,1.6956788,1.7578154062139288e-09,6.972458139889346e-08,t_Bmem-CD27
438,ZNF207,6.0562067,0.8972344,1.7780596641107254e-09,7.040163737915556e-08,t_Bmem-CD27
439,CRYBG1,6.0464144,1.3233562,1.934598172968814e-09,7.619155468781087e-08,t_Bmem-CD27
440,PLP2,6.0458703,0.88160634,1.8925219596350054e-09,7.466706300887363e-08,t_Bmem-CD27
441,SLC5A3,6.034248,1.7330474,2.132661353496777e-09,8.369469060368856e-08,t_Bmem-CD27
442,MYCBP2,6.0304193,0.868368,2.0752302362383787e-09,8.15852482767971e-08,t_Bmem-CD27
443,DIS3,6.029804,1.7825342,2.1791784650551345e-09,8.521856103292327e-08,t_Bmem-CD27
444,TBC1D5,6.0269675,1.162882,2.149275714856597e-09,8.419768626416134e-08,t_Bmem-CD27
445,HSPA2,6.0221167,2.6315956,2.427153998487497e-09,9.425093801832446e-08,t_Bmem-CD27
446,MKL1,6.0202203,1.7489394,2.304359907833578e-09,8.979713925552535e-08,t_Bmem-CD27
447,MT-ND6,6.0149636,0.7897159,2.273292544339142e-09,8.874245701695738e-08,t_Bmem-CD27
448,AP1G1,6.0132194,1.5751767,2.371915516670295e-09,9.226751359847447e-08,t_Bmem-CD27
449,FAS,6.0089035,1.5964509,2.5031205136894132e-09,9.70309285839779e-08,t_Bmem-CD27
450,TUBA1C,5.9972744,1.1767102,2.5751487038884985e-09,9.964881712272195e-08,t_Bmem-CD27
451,FAM13B,5.983188,1.0852104,2.7706801922877826e-09,1.0702838310731186e-07,t_Bmem-CD27
452,PAG1,5.9820237,1.4348503,2.885919843870845e-09,1.1109288315650738e-07,t_Bmem-CD27
453,ABI1,5.9768114,0.98241323,2.879453196885385e-09,1.1103672301659069e-07,t_Bmem-CD27
454,FRYL,5.97573,1.1982149,2.9275661423642334e-09,1.1250073496471776e-07,t_Bmem-CD27
455,EPHA4,5.974836,2.9233353,3.2034626106104616e-09,1.2204532038671093e-07,t_Bmem-CD27
456,RAB8B,5.973428,0.990592,2.943505830448421e-09,1.1291756882099107e-07,t_Bmem-CD27
457,UBR5,5.9669213,1.6209898,3.127797906769098e-09,1.1957355687377795e-07,t_Bmem-CD27
458,RABGAP1L,5.9665217,1.0042149,3.068264501401585e-09,1.1750022243450318e-07,t_Bmem-CD27
459,KMT2C,5.958666,1.2254908,3.2329080047135547e-09,1.229558648173476e-07,t_Bmem-CD27
460,CASP8,5.9514213,1.408707,3.405153245745675e-09,1.2906403917592968e-07,t_Bmem-CD27
461,CSRNP1,5.940453,0.99229974,3.5896248986405214e-09,1.3582381037125643e-07,t_Bmem-CD27
462,ZEB2,5.930529,1.1362772,3.824139495966063e-09,1.444508433459208e-07,t_Bmem-CD27
463,EEA1,5.9289308,1.3875583,3.920246397439627e-09,1.4757830792942077e-07,t_Bmem-CD27
464,PAFAH1B1,5.922502,1.0251526,3.9776495703258535e-09,1.4948546427599177e-07,t_Bmem-CD27
465,PPP1R15B,5.9217963,1.5450774,4.106323077414434e-09,1.54060070381574e-07,t_Bmem-CD27
466,LCORL,5.917913,2.4997177,4.5147810577083405e-09,1.6909837904149836e-07,t_Bmem-CD27
467,TANK,5.8848157,0.99303323,4.977731008276618e-09,1.861234901290345e-07,t_Bmem-CD27
468,TMEM30A,5.881641,1.6859204,5.215085836495783e-09,1.946701990784865e-07,t_Bmem-CD27
469,HMGCS1,5.877293,1.4696184,5.362582177750998e-09,1.9850506615571432e-07,t_Bmem-CD27
470,EIF1,5.873999,0.3765911,5.262934152437609e-09,1.961261159025195e-07,t_Bmem-CD27
471,SMARCA5,5.8736825,1.0746157,5.314377976486606e-09,1.97379736805088e-07,t_Bmem-CD27
472,SMCHD1,5.8733864,0.7816531,5.287055789092206e-09,1.9669444297238503e-07,t_Bmem-CD27
473,FNBP1,5.8710938,0.8034045,5.3609710024069275e-09,1.9850506615571432e-07,t_Bmem-CD27
474,SAMSN1,5.865656,0.8449217,5.547742376344303e-09,2.0501681951780373e-07,t_Bmem-CD27
475,SEMA4B,5.8649035,1.7993305,5.771718757674054e-09,2.1258524919253622e-07,t_Bmem-CD27
476,AL928742.1,5.863889,2.2820578,6.079955706041867e-09,2.2282786424804349e-07,t_Bmem-CD27
477,RGPD2,5.8624187,4.0732136,6.609904955921846e-09,2.410549713612748e-07,t_Bmem-CD27
478,TTC14,5.8546143,1.2715511,6.003221230299705e-09,2.203798416215817e-07,t_Bmem-CD27
479,FNBP4,5.8537245,0.9547409,5.963786733405208e-09,2.1929526242088504e-07,t_Bmem-CD27
480,DUSP10,5.8394074,1.0803791,6.565155129436273e-09,2.398174377017965e-07,t_Bmem-CD27
481,MYADM,5.8393903,0.94400436,6.4937733232394456e-09,2.3760137936664725e-07,t_Bmem-CD27
482,SGPP1,5.8275704,1.6876667,7.209461409502162e-09,2.616291126561235e-07,t_Bmem-CD27
483,ZCCHC8,5.8273516,1.6034455,7.1474136522890434e-09,2.5980262772492614e-07,t_Bmem-CD27
484,PNISR,5.825863,0.79718703,6.985432920886804e-09,2.543316981195782e-07,t_Bmem-CD27
485,TMEM131L,5.8187585,1.0685704,7.3542889955911765e-09,2.6644877434516853e-07,t_Bmem-CD27
486,AHR,5.8181605,2.026121,7.719074058178496e-09,2.7835811750541134e-07,t_Bmem-CD27
487,ROCK1,5.8169155,0.8760814,7.375585445833763e-09,2.667844308164307e-07,t_Bmem-CD27
488,FCRL3,5.81235,1.5578333,7.832911642525514e-09,2.810342230577965e-07,t_Bmem-CD27
489,WASF2,5.808295,0.9659713,7.787514922513013e-09,2.8031261100143026e-07,t_Bmem-CD27
490,VPS13C,5.808134,1.057021,7.810816039002989e-09,2.8069566293810906e-07,t_Bmem-CD27
491,CD58,5.806967,1.3692253,8.048597696018785e-09,2.883062305554516e-07,t_Bmem-CD27
492,FAM219B,5.8033295,2.407004,8.718072308141868e-09,3.1028221073584216e-07,t_Bmem-CD27
493,MAFF,5.7947807,2.6967273,9.407834290171176e-09,3.337598555455448e-07,t_Bmem-CD27
494,DNAJC10,5.7928267,1.2652409,8.57171495562625e-09,3.0605577409194987e-07,t_Bmem-CD27
495,GSK3B,5.7905293,1.7564104,8.865331046883368e-09,3.150176046515143e-07,t_Bmem-CD27
496,HLA-DOB,5.7904997,1.0416911,8.628260593418372e-09,3.075794568132887e-07,t_Bmem-CD27
497,RASSF6,5.7850256,3.4766269,1.0286243913474989e-08,3.631797552443964e-07,t_Bmem-CD27
498,PMAIP1,5.774984,0.90236175,9.435912076168757e-09,3.3422121160525537e-07,t_Bmem-CD27
499,MIS18BP1,5.7711773,1.0516702,9.710237220127098e-09,3.4338929805722195e-07,t_Bmem-CD27
500,TIAM2,5.760864,2.1205904,1.0931624228400903e-08,3.835235823043247e-07,t_Bmem-CD27
501,SRSF1,5.753682,1.2026335,1.0807983819717365e-08,3.7978672778857865e-07,t_Bmem-CD27
502,ADAM28,5.752151,0.8326548,1.0737062174009145e-08,3.778934596576266e-07,t_Bmem-CD27
503,GPR89B,5.750538,1.7796993,1.1394284179015009e-08,3.9912395434644514e-07,t_Bmem-CD27
504,USP34,5.743694,1.382941,1.1506817921555986e-08,4.0179633665300926e-07,t_Bmem-CD27
505,ARHGAP30,5.7436147,1.1549848,1.143294837749122e-08,3.998466315049098e-07,t_Bmem-CD27
506,SLC23A2,5.7341895,2.2231143,1.2622260874191728e-08,4.386730256480457e-07,t_Bmem-CD27
507,HSPA4,5.7296824,0.85642797,1.2247086835328078e-08,4.269727301882539e-07,t_Bmem-CD27
508,ARHGEF2,5.729084,1.734267,1.2774032615690034e-08,4.4325293456603305e-07,t_Bmem-CD27
509,FKBP4,5.7284255,0.91969395,1.2371729535078119e-08,4.3064106590468936e-07,t_Bmem-CD27
510,ADAM10,5.7209883,1.4446162,1.3130432131448953e-08,4.5419823970455173e-07,t_Bmem-CD27
511,KDM5A,5.7194104,1.0739468,1.3125202877336362e-08,4.5419823970455173e-07,t_Bmem-CD27
512,AL450998.2,5.703561,2.3463526,1.5264756908021473e-08,5.255674765862735e-07,t_Bmem-CD27
513,PSIP1,5.696734,0.9596517,1.4824769278046605e-08,5.120087370749647e-07,t_Bmem-CD27
514,EWSR1,5.692075,0.75276554,1.5156850433134655e-08,5.226638330542686e-07,t_Bmem-CD27
515,NFATC1,5.689336,1.2012951,1.561457296349751e-08,5.36778180340512e-07,t_Bmem-CD27
516,SNAI1,5.6863623,5.0186996,1.855092488220058e-08,6.308737076887016e-07,t_Bmem-CD27
517,TMEM65,5.6736746,1.6081884,1.7361022773176743e-08,5.94970568701156e-07,t_Bmem-CD27
518,ERO1B,5.666082,1.3907406,1.8031401800319335e-08,6.15092726336124e-07,t_Bmem-CD27
519,ATP2A3,5.664646,1.0912163,1.793022518903087e-08,6.125837952486617e-07,t_Bmem-CD27
520,RBM5,5.6641817,1.0720847,1.7919354785199886e-08,6.125837952486617e-07,t_Bmem-CD27
