"","from","to","source","database"
"420","TGFB1","PECAM1","evex_phosphorylation","evex_signaling"
"421","IL6","SERPINF1","evex_regulation_other","evex_signaling"
"422","IL6","PHB","evex_regulation_other","evex_signaling"
"423","TGFB1","PIK3CG","evex_phosphorylation","evex_signaling"
"424","IL6","PIK3R2","evex_phosphorylation","evex_signaling"
"425","IL6","PIK3R2","evex_regulation_other","evex_signaling"
"426","TGFB1","PLA2G4A","evex_phosphorylation","evex_signaling"
"427","IL6","PLAG1","evex_regulation_other","evex_signaling"
"428","TGFB1","PLOD1","evex_regulation_other","evex_signaling"
"429","TGFB1","PLOD2","evex_regulation_other","evex_signaling"
"430","IL4","PNLIPRP2","evex_regulation_other","evex_signaling"
"431","IL4","PPARG","evex_regulation_binding","evex_signaling"
"432","TGFB1","PPM1A","evex_regulation_other","evex_signaling"
"433","IL6","PTPA","evex_phosphorylation","evex_signaling"
"434","TGFB1","PTPA","evex_regulation_binding","evex_signaling"
"435","TGFB1","PKN2","evex_regulation_other","evex_signaling"
"436","IL4","MAPK1","evex_phosphorylation","evex_signaling"
"437","IL4","MAPK1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"438","IL6","MAPK7","evex_regulation_other","evex_signaling"
"439","TGFB1","MAPK7","evex_regulation_other","evex_signaling"
"440","IL6","MAPK10","evex_phosphorylation","evex_signaling"
"441","IL4","MAPK10","evex_regulation_other","evex_signaling"
"442","IL4","MAP2K3","evex_regulation_other","evex_signaling"
"443","TGFB1","MAP2K5","evex_regulation_binding","evex_signaling"
"444","IL4","PSMC6","evex_phosphorylation","evex_signaling"
"445","TGFB1","PTGS1","evex_regulation_other","evex_signaling"
"446","IL4","PTPN11","evex_regulation_binding","evex_signaling"
"447","TGFB1","PTPRK","evex_regulation_other","evex_signaling"
"448","TGFB1","PTPRK","evex_regulation_binding","evex_signaling"
"449","TGFB1","PXN","evex_phosphorylation","evex_signaling"
"450","TGFB1","RAB4A","evex_regulation_other","evex_signaling"
"451","IL6","RAF1","evex_regulation_other","evex_signaling"
"452","IL6","RAF1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"453","TGFB1","RARRES1","evex_regulation_other","evex_signaling"
"454","IL4","RBL2","evex_phosphorylation","evex_signaling"
"455","TGFB1","RELA","evex_regulation_other","evex_signaling"
"456","TGFB1","RELA","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"457","TGFB1","RELA","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"458","TGFB1","RPS6KB1","evex_regulation_other","evex_signaling"
"459","TGFB1","RPS6KB1","evex_phosphorylation","evex_signaling"
"460","TGFB1","RPS6KB1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"461","TGFB1","RPS6KB1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"462","TGFB1","RPS6KB1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"463","TGFB1","RPS27","evex_regulation_other","evex_signaling"
"464","TGFB1","S100A10","evex_regulation_other","evex_signaling"
"465","TGFB1","S100A11","evex_regulation_other","evex_signaling"
"466","TGFB1","S100A11","evex_phosphorylation","evex_signaling"
"467","TGFB1","SDC1","evex_regulation_other","evex_signaling"
"468","TGFB1","SDC1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"469","TGFB1","SDC1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"470","IL4","MAP2K4","evex_phosphorylation","evex_signaling"
"471","TGFB1","SFRP1","evex_regulation_other","evex_signaling"
"472","IL6","SGK1","evex_phosphorylation","evex_signaling"
"473","TGFB1","SHC1","evex_phosphorylation","evex_signaling"
"474","TGFB1","SHC1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"475","TGFB1","SHC1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"476","IL4","SHC1","evex_phosphorylation","evex_signaling"
"477","IL4","SHC1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"478","IL4","ST6GAL1","evex_regulation_other","evex_signaling"
"479","TGFB1","SKP2","evex_regulation_other","evex_signaling"
"480","IL4","SLPI","evex_regulation_other","evex_signaling"
"481","TGFB1","SMO","evex_regulation_other","evex_signaling"
"482","IL6","SOAT1","evex_regulation_binding","evex_signaling"
"483","IL6","SOS1","evex_phosphorylation","evex_signaling"
"484","IL6","SOS1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"485","IL4","SP1","evex_regulation_other","evex_signaling"
"486","IL4","SP1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"487","IL6","SP3","evex_regulation_other","evex_signaling"
"488","TGFB1","SPI1","evex_regulation_other","evex_signaling"
"489","IL6","SPTBN1","evex_regulation_other","evex_signaling"
"490","IL4","STAT5B","evex_phosphorylation","evex_signaling"
"491","IL4","STAT5B","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"492","IL4","STAT5B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"493","IL4","STAT5B","pathwaycommons_controls_transport_of","pathwaycommons_signaling"
"494","IL4","SYK","evex_phosphorylation","evex_signaling"
"495","IL6","SYP","evex_regulation_binding","evex_signaling"
"496","TGFB1","TAL1","evex_regulation_other","evex_signaling"
"497","IL6","TEC","evex_regulation_binding","evex_signaling"
"498","TGFB1","TIMP2","evex_regulation_other","evex_signaling"
"499","IL6","TNFRSF1B","evex_regulation_other","evex_signaling"
"500","IL6","TWIST1","evex_phosphorylation","evex_signaling"
"501","IL4","TYK2","evex_regulation_other","evex_signaling"
"502","IL4","TYK2","evex_phosphorylation","evex_signaling"
"503","IL4","TYK2","evex_regulation_binding","evex_signaling"
"504","IL4","TYK2","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"505","IL4","TYK2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"506","TGFB1","UBE2D3","evex_regulation_other","evex_signaling"
"507","IL6","VAV1","evex_phosphorylation","evex_signaling"
"508","IL6","VAV1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"509","IL6","VAV1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"510","IL4","VCAM1","evex_regulation_other","evex_signaling"
"511","TGFB1","WARS","evex_regulation_other","evex_signaling"
"512","IL4","IL1R2","evex_regulation_other","evex_signaling"
"513","IL4","CXCR4","evex_regulation_other","evex_signaling"
"514","TGFB1","HMGA2","evex_regulation_other","evex_signaling"
"515","TGFB1","EPX","evex_regulation_other","evex_signaling"
"516","TGFB1","FZD6","evex_regulation_other","evex_signaling"
"517","TGFB1","FZD8","evex_regulation_other","evex_signaling"
"518","IL4","NR0B2","evex_regulation_other","evex_signaling"
"519","IL4","NR0B2","evex_phosphorylation","evex_signaling"
"520","TGFB1","KLF11","evex_regulation_other","evex_signaling"
"521","TGFB1","GEMIN2","evex_regulation_other","evex_signaling"
"522","TGFB1","NCOA1","evex_regulation_other","evex_signaling"
"523","TGFB1","NCOA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"524","IL6","CDKL1","evex_phosphorylation","evex_signaling"
"525","TGFB1","CDKL1","evex_regulation_other","evex_signaling"
"526","IL6","SOCS2","evex_regulation_other","evex_signaling"
"527","TGFB1","SPHK1","evex_regulation_other","evex_signaling"
"528","TGFB1","CLDN1","evex_regulation_other","evex_signaling"
"529","TGFB1","MTA1","evex_regulation_other","evex_signaling"
"530","IL4","MAPKAPK2","evex_phosphorylation","evex_signaling"
"531","IL4","MAPKAPK2","evex_regulation_other","evex_signaling"
"532","TGFB1","TCEAL1","evex_regulation_other","evex_signaling"
"533","IL6","NPEPPS","evex_regulation_other","evex_signaling"
"534","IL4","CREB5","evex_phosphorylation","evex_signaling"
"535","TGFB1","NCOR2","evex_regulation_binding","evex_signaling"
"536","TGFB1","NCOR2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"537","TGFB1","SH3PXD2A","evex_regulation_binding","evex_signaling"
"538","IL6","UBE3C","evex_regulation_other","evex_signaling"
"539","TGFB1","PCLAF","evex_regulation_other","evex_signaling"
"540","IL4","GAB2","evex_phosphorylation","evex_signaling"
"541","IL6","GAB2","evex_catalysis","evex_signaling"
"542","IL6","GAB2","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"543","IL6","GAB2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"544","TGFB1","NUAK1","evex_regulation_other","evex_signaling"
"545","IL6","AKT3","evex_regulation_other","evex_signaling"
"546","TGFB1","BCL2L11","evex_regulation_other","evex_signaling"
"547","IL6","EDIL3","evex_regulation_other","evex_signaling"
"548","TGFB1","PRG4","evex_regulation_other","evex_signaling"
"549","TGFB1","FST","evex_regulation_other","evex_signaling"
"550","TGFB1","FST","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"551","TGFB1","STK25","evex_regulation_other","evex_signaling"
"552","TGFB1","FBLN5","evex_regulation_other","evex_signaling"
"553","IL6","KAT5","evex_phosphorylation","evex_signaling"
"554","TGFB1","SSSCA1","evex_regulation_other","evex_signaling"
"555","TGFB1","SSSCA1","evex_phosphorylation","evex_signaling"
"556","IL6","SSSCA1","evex_regulation_other","evex_signaling"
"557","IL6","AHSA1","evex_phosphorylation","evex_signaling"
"558","TGFB1","PDPN","evex_regulation_other","evex_signaling"
"559","IL4","HSPH1","evex_regulation_other","evex_signaling"
"560","IL6","FSTL1","evex_regulation_other","evex_signaling"
"561","TGFB1","AKAP2","evex_regulation_other","evex_signaling"
"562","IL4","PMPCA","evex_regulation_other","evex_signaling"
"563","TGFB1","SIN3B","evex_regulation_other","evex_signaling"
"564","IL6","PPP1R13B","evex_regulation_binding","evex_signaling"
"565","BMP4","HEY1","evex_regulation_other","evex_signaling"
"566","IL4","CDK20","evex_phosphorylation","evex_signaling"
"567","TGFB1","LPAR3","evex_regulation_other","evex_signaling"
"568","TGFB1","RAD54B","evex_regulation_binding","evex_signaling"
"569","TGFB1","SLC39A6","evex_regulation_other","evex_signaling"
"570","TGFB1","CLIC4","evex_regulation_other","evex_signaling"
"571","IL4","PELP1","evex_regulation_other","evex_signaling"
"572","TGFB1","PDCD4","evex_regulation_other","evex_signaling"
"573","TGFB1","CD274","evex_regulation_other","evex_signaling"
"574","BMP4","DUOX2","evex_regulation_other","evex_signaling"
"575","TGFB1","CUZD1","evex_regulation_other","evex_signaling"
"576","TGFB1","ANGPTL4","evex_regulation_other","evex_signaling"
"577","TGFB1","LEF1","evex_regulation_binding","evex_signaling"
"578","TGFB1","LEF1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"579","TGFB1","COX16","evex_regulation_other","evex_signaling"
"580","TGFB1","BFAR","evex_regulation_other","evex_signaling"
"581","IL4","NELFCD","evex_regulation_other","evex_signaling"
"582","TGFB1","ASPN","evex_regulation_other","evex_signaling"
"583","IL4","SIDT1","evex_regulation_other","evex_signaling"
"584","IL6","WRAP53","evex_regulation_other","evex_signaling"
"585","IL4","WRAP53","evex_regulation_other","evex_signaling"
"586","TGFB1","MRAP","evex_regulation_other","evex_signaling"
"587","IL6","SLC12A9","evex_regulation_other","evex_signaling"
"588","TGFB1","GOPC","evex_phosphorylation","evex_signaling"
"589","IL6","GATAD2B","evex_regulation_binding","evex_signaling"
"590","IL6","GATAD2B","evex_phosphorylation","evex_signaling"
"591","TGFB1","MKL1","evex_regulation_other","evex_signaling"
"592","TGFB1","IFIH1","evex_regulation_other","evex_signaling"
"593","TGFB1","SMURF2","evex_regulation_binding","evex_signaling"
"594","IL4","WNK2","evex_phosphorylation","evex_signaling"
"595","IL6","WNK2","evex_regulation_other","evex_signaling"
"596","TGFB1","MUL1","evex_regulation_other","evex_signaling"
"597","TGFB1","SAP30L","evex_regulation_other","evex_signaling"
"598","TGFB1","CSRNP3","evex_regulation_other","evex_signaling"
"599","IL6","SRCIN1","evex_phosphorylation","evex_signaling"
"600","TGFB1","WNT5B","evex_regulation_other","evex_signaling"
"601","TGFB1","MIXL1","evex_regulation_other","evex_signaling"
"602","TGFB1","WDR83","evex_phosphorylation","evex_signaling"
"603","TGFB1","LCOR","evex_regulation_other","evex_signaling"
"604","TGFB1","LCOR","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"605","IL6","UBASH3B","evex_phosphorylation","evex_signaling"
"606","IL6","RERG","evex_phosphorylation","evex_signaling"
"607","TGFB1","RERG","evex_regulation_other","evex_signaling"
"608","TGFB1","UMODL1","evex_regulation_other","evex_signaling"
"609","TGFB1","BMF","evex_regulation_other","evex_signaling"
"610","IL4","EGLN3","evex_regulation_other","evex_signaling"
"611","TGFB1","CTHRC1","evex_regulation_other","evex_signaling"
"612","IL6","LRG1","evex_regulation_other","evex_signaling"
"613","TGFB1","PRAP1","evex_regulation_other","evex_signaling"
"614","IL4","IRAK1BP1","evex_regulation_other","evex_signaling"
"615","TGFB1","GSC","evex_regulation_other","evex_signaling"
"616","TGFB1","SIK1","evex_regulation_other","evex_signaling"
"617","TGFB1","DNAJB7","evex_regulation_other","evex_signaling"
"618","IL4","GSTA5","evex_regulation_other","evex_signaling"
"619","IL4","GSTK1","evex_regulation_other","evex_signaling"
"620","TGFB1","TEC","evex_regulation_other","evex_signaling"
"621","BMP4","ABCC8","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"622","BMP4","ABCC9","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"623","BMP4","ABCG5","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"624","BMP4","ABCG8","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"625","BMP4","ACYP1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"626","BMP4","ADORA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"627","BMP4","AFP","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"628","BMP4","AGR2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"629","BMP4","AHR","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"630","BMP4","AICDA","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"631","BMP4","AKR1C1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"632","BMP4","AKR1C2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"633","BMP4","AKR1C3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"634","BMP4","AKR1D1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"635","BMP4","ALB","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"636","BMP4","ALPI","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"637","BMP4","ALPP","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"638","BMP4","ARF6","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"639","BMP4","ARNT","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"640","BMP4","AR","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"641","BMP4","ATP4A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"642","BMP4","ATP5O","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"643","BMP4","BECN1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"644","BMP4","BRCA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"645","BMP4","BTRC","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"646","BMP4","C2CD3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"647","BMP4","CACNA1E","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"648","BMP4","CACNB3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"649","BMP4","CAD","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"650","BMP4","CAPN1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"651","BMP4","CARM1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"652","BMP4","CATSPERE","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"653","BMP4","CAV1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"654","BMP4","CBX3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"655","BMP4","CCDC158","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"656","BMP4","CCDC47","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"657","BMP4","CCNE1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"658","BMP4","CCNG2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"659","BMP4","CDC14A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"660","BMP4","CDK2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"661","BMP4","CDK4","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"662","BMP4","CDKN1A","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"663","BMP4","CDKN1B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"664","BMP4","CEBPB","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
