"","from","to","source","database"
"5911","HDAC2","UTP6","cpdb_complex","cpdb"
"5912","DKC1","DHX15","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5913","NINL","SMNDC1","inweb_inbio_interaction","inweb_inbiomap"
"5914","ZDBF2","PPP1CC","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5915","TXNL4A","CBR1","inweb_inbio_interaction","inweb_inbiomap"
"5916","GRIK4","RHOJ","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"5917","HNF4A","ABCC1","evex_binding","evex_signaling"
"5918","RPL5","TARDBP","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5919","RAB3B","RAB8A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5920","EFTUD2","LRRK2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5921","EPN3","RALBP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5922","SF3B1","LRP5","cpdb_complex","cpdb"
"5923","MCM5","ORC3","cpdb_complex","cpdb"
"5924","EIF3D","DDX49","cpdb_complex","cpdb"
"5925","MIB2","IFT81","cpdb_complex","cpdb"
"5926","HELLS","PRKACA","inweb_inbio_interaction","inweb_inbiomap"
"5927","EXOC4","TMX1","cpdb_complex","cpdb"
"5928","PTPN3","ZCCHC10","omnipath_undirectional","omnipath"
"5929","HK1","PPP2CA","inweb_inbio_interaction","inweb_inbiomap"
"5930","MIB1","CEP72","inweb_inbio_interaction","inweb_inbiomap"
"5931","SLC39A8","GLRA1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"5932","SPCS3","RPL14","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"5933","TUBG1","CCP110","inweb_inbio_pathway","inweb_inbiomap"
"5934","IGKV1-33","DGKQ","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"5935","CUL4B","RFC2","inweb_inbio_pathway","inweb_inbiomap"
"5936","CKS2","CDKN2B","evex_binding","evex_signaling"
"5937","MARK3","NTRK1","inweb_inbio_interaction","inweb_inbiomap"
"5938","ASB16","HIST2H4A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5939","TSN","AGO2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"5940","TSEN54","CSTF2","inweb_inbio_pathway","inweb_inbiomap"
"5941","POLR2K","SNRPD1","inweb_inbio_pathway","inweb_inbiomap"
"5942","TAF6","RPRD1B","inweb_inbio_pathway","inweb_inbiomap"
"5943","EMC8","DEK","cpdb_complex","cpdb"
"5944","HSD17B7","BRSK1","omnipath_undirectional","omnipath"
"5945","OCRL","TRIP10","inweb_inbio_pathway","inweb_inbiomap"
"5946","SIKE1","SPTAN1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5947","RSL1D1","MRGBP","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5948","TAP1","MED24","cpdb_complex","cpdb"
"5949","ARID2","SVIL","cpdb_complex","cpdb"
"5950","SEC24A","RPL4","inweb_inbio_interaction","inweb_inbiomap"
"5951","RPL34","RPS6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5952","CAND1","RBM3","inweb_inbio_interaction","inweb_inbiomap"
"5953","CRP","FBL","evex_binding","evex_signaling"
"5954","PRMT6","HIST1H2BG","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5955","ABL1","TRIP10","inweb_inbio_interaction","inweb_inbiomap"
"5956","NTRK1","FOXK1","inweb_inbio_interaction","inweb_inbiomap"
"5957","LIMA1","USO1","cpdb_complex","cpdb"
"5958","PARK7","LDHA","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"5959","GOLGA4","WASF2","inweb_inbio_interaction","inweb_inbiomap"
"5960","UNC119","MRPS12","inweb_inbio_interaction","inweb_inbiomap"
"5961","CRLF3","CAP1","cpdb_complex","cpdb"
"5962","CNGA2","EXOC7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5963","ZFAND5","UBLCP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5964","PTPN2","STAT6","harmonizome_DEPOD","harmonizome"
"5965","CREBBP","MED1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5966","GNB1","OPN5","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5967","PLCG1","CD2AP","evex_binding","evex_signaling"
"5968","SLC25A4","ACSS1","inweb_inbio_interaction","inweb_inbiomap"
"5969","KCNK2","GNG2","inweb_inbio_interaction","inweb_inbiomap"
"5970","INTS10","RPRD1A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5971","PFKM","MOV10","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5972","MDN1","UTP4","cpdb_complex","cpdb"
"5973","DVL1","HUWE1","cpdb_interaction","cpdb"
"5974","HSP90AB1","LEPROTL1","inweb_inbio_interaction","inweb_inbiomap"
"5975","PCM1","IFT57","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5976","PLAUR","S100A10","omnipath_undirectional","omnipath"
"5977","VAPB","CKAP4","cpdb_complex","cpdb"
"5978","NME2","AKR1A1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5979","IL23A","NFKB1","evex_regulation_other","evex_signaling"
"5980","APBB1IP","CSK","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5981","NEK2","MAPK1","evex_binding","evex_signaling"
"5982","SUMO1","BARD1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5983","TRAF3IP3","STRIP1","omnipath_undirectional","omnipath"
"5984","TAF10","TAF3","cpdb_interaction","cpdb"
"5985","EMC3","TRAM1","cpdb_complex","cpdb"
"5986","PPIL1","LSM7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5987","TPP1","TERF2IP","evex_binding","evex_signaling"
"5988","PEF1","BMI1","cpdb_complex","cpdb"
"5989","RASSF8","APPBP2","inweb_inbio_interaction","inweb_inbiomap"
"5990","CHRM1","CASR","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"5991","MCTS1","VHL","cpdb_interaction","cpdb"
"5992","SMIM20","SLC25A5","inweb_inbio_interaction","inweb_inbiomap"
"5993","ALDH2","ALDH1A1","inweb_inbio_interaction","inweb_inbiomap"
"5994","TRAF6","ZFAND5","inweb_inbio_interaction_pathway","inweb_inbiomap"
"5995","ESR2","LACTB","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5996","CCDC85C","WWP2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"5997","SRRM1","ILF2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5998","MRPS33","MRPL22","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"5999","MTA2","HIST1H4K","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6000","DEUP1","NKTR","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6001","CDH9","CDH10","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6002","ARHGEF38","RHOJ","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6003","TCF3","TADA2A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6004","FBXW10","SNRPD3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6005","SUV39H1","C8orf74","omnipath_undirectional","omnipath"
"6006","TAPT1","KCNS3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6007","DCTN2","DYNC1LI1","inweb_inbio_interaction","inweb_inbiomap"
"6008","PSMF1","PSMD14","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6009","FBXL17","ZBTB42","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6010","CCDC28B","ATRIP","omnipath_undirectional","omnipath"
"6011","CEP44","PSMD3","cpdb_interaction","cpdb"
"6012","BAAT","AWAT2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6013","NCK2","PKN2","omnipath_undirectional","omnipath"
"6014","BRCA1","HIST3H2BB","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6015","CASP12","CRYAB","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6016","CTNND1","CEP135","inweb_inbio_interaction","inweb_inbiomap"
"6017","PGM1","IMPA1","inweb_inbio_interaction","inweb_inbiomap"
"6018","ATF3","CREB3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6019","ALDH2","PSMD7","inweb_inbio_interaction","inweb_inbiomap"
"6020","ELL","ELL3","cpdb_interaction","cpdb"
"6021","UBE2I","UAP1L1","inweb_inbio_interaction","inweb_inbiomap"
"6022","IGLC6","C1QA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6023","RAB5C","DSG2","cpdb_complex","cpdb"
"6024","CBX6","BRWD1","inweb_inbio_interaction","inweb_inbiomap"
"6025","STX3","SYT6","inweb_inbio_interaction","inweb_inbiomap"
"6026","SRC","FAM114A2","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6027","NAP1L1","MAP2K2","inweb_inbio_interaction","inweb_inbiomap"
"6028","CSNK2A1","SPIB","harmonizome_KEA","harmonizome"
"6029","GSK3B","E2F1","inweb_inbio_interaction","inweb_inbiomap"
"6030","SMTN","ALPPL2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6031","PTPRE","PRKCSH","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6032","ARID2","KDM5A","inweb_inbio_interaction","inweb_inbiomap"
"6033","TRAF6","SLIRP","inweb_inbio_interaction","inweb_inbiomap"
"6034","U2SURP","POLR2K","inweb_inbio_pathway","inweb_inbiomap"
"6035","AMPD3","GFAP","cpdb_complex","cpdb"
"6036","BCL9","TRPM7","inweb_inbio_interaction","inweb_inbiomap"
"6037","BDKRB2","LPAR4","inweb_inbio_pathway","inweb_inbiomap"
"6038","FYN","AKT1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6039","PPIG","POLR2A","vinayagam_ppi","vinayagam"
"6040","HSF1","MYH13","cpdb_interaction","cpdb"
"6041","HNRNPR","POLR2J","inweb_inbio_pathway","inweb_inbiomap"
"6042","CDC73","EEF1A2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6043","RPA3","MCM2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6044","STIP1","HSPA8","inweb_inbio_interaction","inweb_inbiomap"
"6045","MTCL1","MIS12","cpdb_complex","cpdb"
"6046","YKT6","SEC31A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6047","DHX8","RBM15","cpdb_complex","cpdb"
"6048","DTL","CDT1","inweb_inbio_interaction","inweb_inbiomap"
"6049","PIN1","COX6C","cpdb_complex","cpdb"
"6050","PSMA7","BMPR1B","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6051","MED9","MED21","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6052","SLC38A3","SLC8A2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6053","TUBB","KRT8","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6054","UTP18","HSPH1","inweb_inbio_interaction","inweb_inbiomap"
"6055","CEBPA","RARA","omnipath_undirectional","omnipath"
"6056","SKA3","PHIP","cpdb_complex","cpdb"
"6057","CYP11A1","CYP1A2","evex_binding","evex_signaling"
"6058","AURKA","FAT3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6059","RBSN","RAB5A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6060","GNE","XYLT2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6061","UBR3","MYH7","cpdb_complex","cpdb"
"6062","COPE","KIFC1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6063","NUP133","OBSL1","inweb_inbio_interaction","inweb_inbiomap"
"6064","PPP1CB","ACTA1","inweb_inbio_interaction","inweb_inbiomap"
"6065","DDX39A","THOC7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6066","MRPL27","MRPS25","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6067","ATP6V0B","ATP6AP1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6068","ARHGEF10","CCDC88A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6069","TIAM1","RHOA","inweb_inbio_pathway","inweb_inbiomap"
"6070","DNAJC11","MKS1","inweb_inbio_interaction","inweb_inbiomap"
"6071","SCN10A","NEFL","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6072","TNFAIP1","BAG3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6073","MCM5","DDB1","cpdb_interaction","cpdb"
"6074","MET","MTMR3","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6075","PICK1","GTPBP2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6076","SIRT4","DLST","inweb_inbio_interaction","inweb_inbiomap"
"6077","UBE2D1","RNF130","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6078","DYNLL1","RAB11A","inweb_inbio_pathway","inweb_inbiomap"
"6079","PLRG1","CCNL2","cpdb_complex","cpdb"
"6080","EIF5B","ATG9A","inweb_inbio_interaction","inweb_inbiomap"
"6081","GAR1","TTLL5","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6082","REL","DDX6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6083","GTF3C2","HERC2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6084","CASK","CDK9","omnipath_undirectional","omnipath"
"6085","IPO9","APEX1","cpdb_complex","cpdb"
"6086","TIMM21","EYA3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6087","CACNA2D3","CACNG3","inweb_inbio_pathway","inweb_inbiomap"
"6088","ANO6","REEP2","cpdb_complex","cpdb"
"6089","FARSB","EIF2AK2","inweb_inbio_interaction","inweb_inbiomap"
"6090","SNRPA","ZC3H18","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6091","NME5","ME2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6092","IKBKE","EEF1B2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6093","ABCD3","AIFM1","cpdb_complex","cpdb"
"6094","RHEB","EIF4E","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6095","PON2","SIPA1L3","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6096","FGFR2","NECTIN1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6097","PTCD3","ESR2","cpdb_interaction","cpdb"
"6098","CCL21","HRH4","inweb_inbio_pathway","inweb_inbiomap"
"6099","TIRAP","IRAK4","omnipath_undirectional","omnipath"
"6100","SPAG5","CEP72","cpdb_complex","cpdb"
"6101","MRS2","SMAD2","cpdb_complex","cpdb"
"6102","MAPK3","AWAT1","inweb_inbio_interaction","inweb_inbiomap"
"6103","HIF1AN","NOP58","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6104","RPTOR","SPAG5","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6105","LIMA1","CAPZB","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6106","E2F1","NFKB1","evex_binding","evex_signaling"
"6107","CCNT1","CDK9","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6108","CTNND1","DLG1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6109","GSK3B","ANAPC1","harmonizome_kinase_substrate_predictions","harmonizome"
"6110","RUVBL2","PMM2","inweb_inbio_interaction","inweb_inbiomap"
"6111","ATP6V0D1","ATP6V1B1","omnipath_undirectional","omnipath"
"6112","SKI","PRMT5","inweb_inbio_interaction","inweb_inbiomap"
"6113","PRPF4","ERGIC1","inweb_inbio_interaction","inweb_inbiomap"
"6114","GNGT1","OR52E8","inweb_inbio_pathway","inweb_inbiomap"
"6115","CD38","VDR","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6116","U2AF2","ZNF526","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6117","EPN1","ACTR2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6118","SNRPG","POLR2G","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6119","PNPO","ATP6V1E1","inweb_inbio_interaction","inweb_inbiomap"
"6120","THOC7","SNRNP27","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6121","PARVB","COL6A3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6122","DCAF6","POP1","cpdb_complex","cpdb"
"6123","CDC37","NOP9","cpdb_complex","cpdb"
"6124","MAP3K7","CHUK","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6125","AAK1","SEPT2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6126","CTSA","BCAS2","inweb_inbio_interaction","inweb_inbiomap"
"6127","VMA21","SCD5","cpdb_complex","cpdb"
"6128","PEX14","PHB","inweb_inbio_interaction","inweb_inbiomap"
"6129","PIBF1","NUF2","cpdb_complex","cpdb"
"6130","TRPM7","CYP2E1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6131","KAT2B","EZH2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6132","SOD2","EIF4A2","inweb_inbio_interaction","inweb_inbiomap"
"6133","INPP5D","SLAMF1","inweb_inbio_interaction","inweb_inbiomap"
"6134","POU5F1","PSMB2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6135","GNG3","DRD1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6136","ZNF8","ZNF226","inweb_inbio_interaction","inweb_inbiomap"
"6137","PPP2R2C","HIST3H2A","inweb_inbio_interaction","inweb_inbiomap"
"6138","XPOT","NOL6","inweb_inbio_interaction","inweb_inbiomap"
"6139","TAOK1","NSL1","inweb_inbio_pathway","inweb_inbiomap"
"6140","SLC1A6","FTH1","vinayagam_ppi","vinayagam"
"6141","APOC2","PALB2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6142","NAF1","DPF2","inweb_inbio_interaction","inweb_inbiomap"
"6143","RBM39","CMC2","cpdb_complex","cpdb"
"6144","TTK","NUF2","cpdb_complex","cpdb"
"6145","RBM22","TSSC4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6146","MRPS23","AP4M1","inweb_inbio_interaction","inweb_inbiomap"
"6147","CHPT1","ATP10A","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6148","S1PR3","S1PR2","evex_binding","evex_signaling"
"6149","SHROOM3","SNW1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6150","KIT","WASF3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6151","EEF1A2","RPS11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6152","WDR47","SMARCC1","inweb_inbio_interaction","inweb_inbiomap"
"6153","EMSY","TADA2A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6154","ZNF616","ZNF605","inweb_inbio_interaction","inweb_inbiomap"
"6155","RAP1A","RABAC1","inweb_inbio_interaction","inweb_inbiomap"
"6156","SNRPN","SRSF9","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6157","RIDA","PNCK","inweb_inbio_interaction","inweb_inbiomap"
"6158","WDR76","PLEKHG3","inweb_inbio_interaction","inweb_inbiomap"
"6159","IGHG1","TRAPPC11","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6160","ABCC1","MCU","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6161","FLNA","MYBL2","inweb_inbio_interaction","inweb_inbiomap"
"6162","HIST1H4K","STAG3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6163","UBE3C","MAP1LC3A","evex_binding","evex_signaling"
"6164","GTF2F1","PRPF38A","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6165","SPTAN1","HNRNPD","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6166","DVL1","PLCD1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6167","PCOLCE","ECT2","inweb_inbio_interaction","inweb_inbiomap"
"6168","SMURF2","SMAD3","vinayagam_ppi","vinayagam"
"6169","GHRL","HCRTR1","inweb_inbio_pathway","inweb_inbiomap"
"6170","CCT4","SMURF1","inweb_inbio_interaction","inweb_inbiomap"
"6171","ERCC2","MED21","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6172","UVSSA","CDK7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6173","ARPC4","DNAJA2","inweb_inbio_interaction","inweb_inbiomap"
"6174","HOOK2","RIBC2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6175","LPL","ACSM2B","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6176","SGK1","FAM210A","evex_binding","evex_signaling"
"6177","EZH2","SNRPN","inweb_inbio_interaction","inweb_inbiomap"
"6178","RABAC1","RAB5B","omnipath_undirectional","omnipath"
"6179","GEMIN5","SNRPE","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6180","HSPA2","SETD1B","inweb_inbio_interaction","inweb_inbiomap"
"6181","CHRM1","GNB1","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6182","GTF2E1","EIF6","inweb_inbio_interaction","inweb_inbiomap"
"6183","STK25","CSNK2B","inweb_inbio_interaction","inweb_inbiomap"
"6184","SRRM2","LAS1L","cpdb_complex","cpdb"
"6185","GNGT1","OR4P4","inweb_inbio_pathway","inweb_inbiomap"
"6186","TARS","MLXIPL","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6187","CSNK1A1","GLI2","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6188","STK32C","STAT1","evex_binding","evex_signaling"
"6189","CALM2","PPP1R13L","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6190","SMYD3","FER","cpdb_complex","cpdb"
"6191","CCL26","CCR2","omnipath_undirectional","omnipath"
"6192","YY1","ZRANB2","vinayagam_ppi","vinayagam"
"6193","IKBKG","CASP6","inweb_inbio_interaction","inweb_inbiomap"
"6194","CACNA2D4","VDAC1","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6195","CYP1A1","OTUB1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6196","FUZ","GLI1","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6197","NEDD1","SSNA1","cpdb_complex","cpdb"
"6198","KCNJ16","KCNJ10","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6199","SUGP1","PQBP1","cpdb_interaction","cpdb"
"6200","IRS1","HRAS","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6201","MRPL11","MRPL58","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6202","UBA1","DUSP7","inweb_inbio_interaction","inweb_inbiomap"
"6203","GRN","GNB2","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6204","RPL9","RPS3A","omnipath_undirectional","omnipath"
"6205","E2F1","DDB2","omnipath_undirectional","omnipath"
"6206","RPS17","RPL36A","inweb_inbio_interaction_pathway","inweb_inbiomap"
"6207","VPS35","EXOC4","cpdb_complex","cpdb"
"6208","SGF29","HSPBP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6209","LAMA5","SMAD2","cpdb_interaction","cpdb"
"6210","CKS1B","MIPOL1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6211","DYNC1H1","HDAC6","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6212","SIRT6","CENPA","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6213","BBX","RPA2","inweb_inbio_interaction","inweb_inbiomap"
"6214","ANKLE2","PPP2R2A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6215","OTC","CCT5","inweb_inbio_interaction","inweb_inbiomap"
"6216","PDIA6","FKBP8","cpdb_complex","cpdb"
"6217","VDR","PAQR3","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6218","ASH2L","HIST1H2AE","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6219","RNF2","TDRKH","omnipath_undirectional","omnipath"
"6220","SHANK1","NRXN3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6221","PINK1","S100B","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6222","ATP6V0C","RPL9","inweb_inbio_interaction","inweb_inbiomap"
"6223","FEN1","WDR5","cpdb_complex","cpdb"
"6224","STIP1","TMOD4","cpdb_complex","cpdb"
"6225","CAT","SPATA5","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6226","PSMB9","DDIT4L","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6227","FSD2","CTAG1A","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6228","STX7","CNNM2","cpdb_complex","cpdb"
"6229","BMX","PTPRN2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6230","GNAI3","LPAR2","inweb_inbio_pathway","inweb_inbiomap"
"6231","PRUNE2","ARHGEF28","evex_binding","evex_signaling"
"6232","KTN1","NMD3","cpdb_complex","cpdb"
"6233","IL13","TRPM2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6234","NASP","PNKP","inweb_inbio_interaction","inweb_inbiomap"
"6235","ATP6V1B2","SOAT2","inweb_inbio_interaction","inweb_inbiomap"
"6236","POLR2E","HNRNPK","inweb_inbio_pathway","inweb_inbiomap"
"6237","CSF2","IL6R","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6238","HIST1H2BM","EYA1","pathwaycommons_controls_phosphorylation_of","pathwaycommons_signaling"
"6239","HIST2H2AC","PCGF1","inweb_inbio_interaction","inweb_inbiomap"
"6240","RING1","RUVBL2","inweb_inbio_interaction","inweb_inbiomap"
"6241","PLAG1","CDCP1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6242","BMP1","COL7A1","omnipath_undirectional","omnipath"
"6243","NUB1","GSK3B","cpdb_interaction","cpdb"
"6244","RALY","SUGP2","cpdb_complex","cpdb"
"6245","LSM3","SNRPA","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6246","RRP12","EHHADH","inweb_inbio_interaction","inweb_inbiomap"
"6247","TEX13A","CNOT6L","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6248","SARAF","SNTB2","cpdb_complex","cpdb"
"6249","CPSF4L","CCNH","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6250","ADRA2C","P2RY2","pathwaycommons_catalysis_precedes","pathwaycommons_signaling"
"6251","MVD","SETD1B","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6252","HAUS5","EDC3","cpdb_complex","cpdb"
"6253","GRK5","CHRM2","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6254","KIF4B","DCTN3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6255","HIST1H2BH","AEBP2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6256","EEF2","RPL13","inweb_inbio_pathway","inweb_inbiomap"
"6257","IRS1","IGKV1-17","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6258","CFTR","PSMC4","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6259","PKLR","TLR3","evex_binding","evex_signaling"
"6260","ZNF700","RB1","inweb_inbio_interaction","inweb_inbiomap"
"6261","GRM4","GNG7","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6262","CTNND1","CDH13","pathwaycommons_controls_state_change_of","pathwaycommons_signaling"
"6263","POLR2I","HNRNPH2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6264","FEN1","TNPO3","cpdb_interaction","cpdb"
"6265","IFT88","IFT57","omnipath_undirectional","omnipath"
"6266","DDX1","AIMP2","cpdb_complex","cpdb"
"6267","RPS19","RPL3","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6268","IREB2","SLC9A3R1","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6269","HIST1H1D","ACTA2","pathwaycommons_in_complex_with","pathwaycommons_signaling"
"6270","HSPA9","LDHA","pathwaycommons_interacts_with","pathwaycommons_signaling"
"6271","MYEF2","GRIP1","evex_binding","evex_signaling"
"6272","MDH2","SH3GL1","pathwaycommons_interacts_with","pathwaycommons_signaling"
